employee_id,age,gender,marital_status,attrition,business_travel,over_time,distance_from_home,education_level,job_level,num_companies_worked,total_working_years,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,training_times_last_year,department_id,job_role_id,education_field_id
1929,39,Female,Married,No,Non-Travel,No,21,4,2,6,10,3,2,1,2,1,3,8,2
1931,27,Male,Married,No,Travel_Rarely,No,2,4,1,1,6,5,3,1,2,3,2,7,6
1932,34,Male,Married,No,Travel_Frequently,Yes,22,4,2,1,16,15,10,6,11,3,2,7,5
1933,28,Female,Single,Yes,Travel_Rarely,Yes,13,2,2,3,6,2,0,2,2,0,3,8,3
1934,47,Male,Married,No,Non-Travel,No,14,4,2,8,16,8,7,1,7,4,2,7,6
1935,56,Female,Married,No,Travel_Rarely,No,11,5,2,4,6,0,0,0,0,3,3,8,3
1936,39,Male,Married,No,Travel_Rarely,No,9,2,2,1,10,10,0,7,9,3,2,5,4
1937,38,Female,Divorced,No,Travel_Frequently,Yes,8,3,2,1,20,20,11,0,7,3,2,7,4
1938,58,Female,Married,No,Travel_Rarely,Yes,21,3,4,4,29,1,0,0,0,2,3,4,2
1939,32,Female,Single,Yes,Travel_Frequently,Yes,5,2,1,3,8,4,1,0,3,2,2,7,2
1940,38,Male,Divorced,No,Travel_Rarely,No,9,2,1,2,10,5,2,0,3,0,2,7,2
1941,49,Male,Married,No,Travel_Frequently,No,2,1,5,3,28,5,4,4,3,3,2,6,2
1943,42,Male,Divorced,No,Travel_Rarely,Yes,12,4,2,3,14,0,0,0,0,4,3,8,3
1944,27,Female,Married,Yes,Travel_Frequently,No,22,3,1,1,1,1,0,0,0,2,1,2,1
1945,35,Male,Married,No,Travel_Rarely,No,18,4,2,0,6,5,3,0,4,2,3,8,4
1947,28,Male,Single,No,Non-Travel,No,16,3,1,1,5,5,3,1,4,3,2,7,4
1948,31,Male,Divorced,No,Non-Travel,Yes,3,2,1,1,4,4,2,2,3,3,2,7,4
1949,36,Male,Married,No,Non-Travel,No,9,4,1,1,5,5,4,0,2,3,2,3,2
1950,34,Male,Single,No,Travel_Rarely,No,1,3,3,1,14,14,8,2,1,3,3,8,3
1951,34,Male,Divorced,No,Travel_Rarely,No,13,4,3,1,9,8,7,1,1,2,3,8,4
1952,26,Male,Single,No,Travel_Rarely,No,1,3,1,0,8,7,7,7,6,6,2,3,4
1954,29,Male,Married,No,Travel_Rarely,No,1,3,2,0,6,5,3,0,2,5,2,1,2
1955,32,Female,Divorced,No,Non-Travel,No,15,4,2,5,9,5,1,1,2,6,2,1,4
1956,31,Male,Married,No,Travel_Frequently,No,1,3,2,1,10,10,8,8,7,6,2,7,2
1960,28,Male,Divorced,Yes,Travel_Rarely,No,17,3,1,5,6,4,1,0,3,2,2,3,6
1961,38,Male,Single,No,Travel_Rarely,No,1,3,1,4,20,1,0,0,0,3,3,9,2
1962,35,Female,Married,No,Travel_Rarely,Yes,7,4,2,1,10,10,8,0,9,2,3,8,2
1965,27,Male,Single,No,Travel_Rarely,No,9,3,2,1,7,7,7,0,7,5,3,8,3
1966,32,Male,Single,No,Travel_Rarely,No,5,4,2,8,8,1,0,0,0,1,2,5,2
1967,31,Male,Married,Yes,Travel_Frequently,Yes,26,4,2,1,10,10,7,0,8,4,3,8,3
1968,53,Male,Single,Yes,Travel_Rarely,Yes,24,4,3,6,15,2,2,2,2,2,3,8,2
1969,54,Female,Married,No,Travel_Rarely,No,9,2,2,3,9,4,3,2,3,6,2,7,2
1970,33,Male,Divorced,No,Travel_Frequently,No,7,2,2,1,9,9,7,2,8,2,2,1,2
1971,43,Male,Married,No,Travel_Rarely,No,11,3,3,1,10,10,9,0,9,1,2,1,2
1972,38,Male,Married,No,Travel_Frequently,Yes,1,4,1,0,7,6,2,1,2,2,1,2,5
1973,55,Male,Married,No,Travel_Rarely,Yes,26,4,5,4,35,10,9,1,4,0,1,4,1
1974,31,Female,Divorced,No,Travel_Rarely,Yes,2,1,1,1,1,1,0,0,0,4,2,3,4
1975,39,Male,Single,No,Travel_Rarely,No,15,4,4,0,21,20,8,11,10,3,3,8,3
1976,42,Male,Single,No,Non-Travel,No,23,2,2,1,20,20,9,3,7,2,2,7,2
1979,31,Female,Married,No,Non-Travel,No,10,3,3,4,13,11,7,4,8,2,2,6,4
1980,54,Female,Single,No,Travel_Rarely,Yes,10,3,2,6,9,5,2,1,4,3,2,5,4
1981,24,Male,Single,No,Travel_Rarely,No,1,2,2,1,4,4,3,1,2,2,2,1,2
1982,23,Male,Single,No,Travel_Rarely,No,12,2,1,1,5,5,2,1,4,6,2,3,5
1985,40,Female,Married,No,Travel_Frequently,No,11,3,2,1,10,10,9,9,4,2,2,3,6
1986,40,Female,Married,No,Travel_Rarely,No,2,2,2,3,15,11,8,5,10,4,3,8,3
1987,25,Female,Married,No,Travel_Rarely,No,2,3,1,4,6,2,0,1,2,3,1,2,1
1989,30,Male,Married,No,Travel_Rarely,No,1,2,1,1,12,12,8,1,7,6,2,3,4
1992,25,Male,Divorced,No,Travel_Rarely,Yes,2,1,1,6,7,2,2,0,2,2,2,3,5
1993,47,Male,Single,No,Travel_Rarely,No,25,3,3,2,25,17,14,12,11,3,2,1,4
1994,33,Male,Divorced,No,Non-Travel,No,1,2,1,1,1,1,1,0,0,2,2,3,4
1995,38,Male,Married,No,Travel_Rarely,No,1,4,2,0,16,15,13,5,8,3,3,8,2
1996,31,Male,Married,No,Travel_Rarely,No,2,2,1,0,3,2,2,1,2,1,3,9,2
1997,38,Male,Married,No,Travel_Frequently,No,6,4,2,2,10,8,3,7,7,1,2,5,2
1998,42,Male,Divorced,No,Travel_Rarely,Yes,18,4,2,6,9,4,3,1,2,3,2,7,2
1999,41,Male,Married,No,Travel_Rarely,No,1,3,1,3,12,5,3,1,0,3,2,7,2
2000,47,Female,Married,No,Non-Travel,No,1,1,3,0,14,13,8,5,12,3,2,6,4
2003,35,Male,Married,No,Travel_Rarely,Yes,11,4,1,7,5,2,2,2,2,3,2,3,4
2007,22,Male,Single,No,Travel_Rarely,No,1,2,1,0,4,3,2,1,2,2,2,7,2
2008,35,Male,Single,No,Travel_Rarely,No,9,4,2,1,10,10,7,0,8,5,2,7,4
2009,33,Female,Married,No,Travel_Rarely,Yes,15,2,2,0,10,9,7,8,1,6,2,1,4
2010,32,Female,Single,No,Travel_Rarely,No,29,4,1,1,6,6,2,4,1,3,2,3,2
2012,40,Male,Married,No,Travel_Rarely,No,1,4,1,8,8,1,0,0,0,3,2,3,2
2013,32,Male,Married,No,Travel_Rarely,No,1,4,1,0,3,2,2,2,2,2,3,9,4
2014,39,Male,Single,No,Travel_Rarely,No,24,1,2,7,18,7,7,1,7,2,2,7,2
2015,38,Female,Married,No,Travel_Rarely,No,10,3,3,3,20,18,16,1,11,3,2,6,4
2016,32,Female,Married,No,Travel_Rarely,No,1,4,3,1,14,14,10,5,7,3,3,8,3
2017,37,Female,Married,No,Travel_Rarely,Yes,10,3,3,1,16,16,11,6,8,2,2,6,2
2018,25,Female,Divorced,No,Travel_Rarely,Yes,8,2,2,0,6,5,3,0,4,3,3,8,5
2019,52,Male,Divorced,No,Non-Travel,No,29,4,1,2,16,9,8,0,0,3,3,9,2
2020,44,Male,Single,No,Travel_Rarely,Yes,1,3,1,6,6,4,3,1,2,2,2,7,4
2021,21,Male,Single,No,Travel_Rarely,Yes,5,1,1,1,2,2,2,1,2,6,3,9,4
2022,39,Male,Single,No,Non-Travel,No,9,3,5,2,21,6,0,1,3,3,2,4,2
2023,23,Male,Married,Yes,Travel_Frequently,No,9,3,1,1,1,1,0,1,0,3,3,9,3
2024,36,Female,Married,No,Travel_Rarely,No,3,3,3,0,10,9,7,3,4,2,3,8,4
2025,36,Female,Divorced,No,Travel_Frequently,No,4,2,2,7,18,4,2,0,2,3,2,5,2
2026,56,Male,Divorced,No,Non-Travel,No,1,4,2,1,13,13,12,1,9,2,2,1,2
2027,29,Male,Married,Yes,Travel_Rarely,Yes,1,4,1,9,4,2,2,2,2,3,2,7,4
2031,42,Male,Married,No,Travel_Rarely,No,2,3,5,5,24,22,6,4,14,2,2,4,2
2032,56,Male,Married,Yes,Travel_Rarely,No,7,2,1,8,14,10,9,9,8,4,2,3,6
2034,41,Female,Married,No,Travel_Rarely,No,28,4,4,0,21,20,7,0,10,3,2,5,2
2035,34,Female,Married,No,Travel_Rarely,No,28,3,2,1,8,8,7,1,7,2,3,8,3
2036,36,Male,Divorced,No,Non-Travel,No,15,4,2,1,15,15,12,11,11,4,3,8,3
2037,41,Male,Divorced,No,Travel_Rarely,No,3,3,2,2,14,5,4,0,4,5,3,8,2
2038,32,Male,Single,No,Travel_Rarely,No,2,3,1,1,4,4,2,1,2,4,2,7,6
2040,35,Female,Single,No,Travel_Rarely,Yes,26,4,3,1,9,9,0,1,7,2,1,2,2
2041,38,Female,Married,No,Travel_Rarely,No,10,2,2,1,10,10,7,1,9,1,3,8,2
2044,50,Male,Divorced,Yes,Travel_Frequently,No,1,4,2,7,12,6,3,0,1,3,3,8,2
2045,36,Female,Married,No,Travel_Rarely,No,11,4,2,4,8,6,3,0,0,2,3,8,3
2046,45,Female,Single,No,Travel_Rarely,No,20,3,2,8,8,5,3,0,1,3,3,8,2
2048,40,Male,Single,No,Travel_Rarely,No,2,4,1,2,8,2,2,2,2,2,2,7,2
2049,35,Male,Married,No,Travel_Frequently,Yes,18,4,2,1,10,10,2,0,2,2,2,1,2
2051,40,Female,Married,No,Travel_Rarely,No,2,4,1,2,20,5,3,0,2,2,2,7,4
2052,35,Female,Married,No,Travel_Rarely,No,1,4,1,1,4,4,3,1,1,5,2,7,2
2053,29,Male,Married,No,Travel_Rarely,Yes,13,2,2,4,10,4,3,0,3,2,2,3,5
2054,29,Female,Single,No,Travel_Rarely,No,28,4,1,1,5,5,4,0,4,3,2,7,4
2055,50,Male,Divorced,Yes,Travel_Rarely,Yes,28,3,3,4,20,3,2,2,0,3,3,8,3
2056,39,Female,Married,No,Travel_Rarely,No,24,1,4,0,21,20,9,9,6,2,3,8,3
2057,31,Male,Single,No,Non-Travel,No,5,3,2,0,10,9,4,1,7,2,2,5,4
2060,26,Female,Single,No,Travel_Rarely,No,5,3,1,0,5,4,2,0,0,2,3,9,5
2061,36,Male,Married,No,Travel_Frequently,No,23,2,2,4,17,5,2,0,3,3,2,3,4
2062,39,Male,Married,No,Travel_Rarely,No,6,1,3,4,9,7,7,1,7,5,2,1,4
2064,27,Male,Married,No,Travel_Rarely,Yes,4,3,2,1,6,6,2,0,3,0,2,5,2
2065,49,Male,Married,No,Travel_Frequently,No,2,3,2,2,17,9,6,0,8,3,3,8,4
2068,34,Male,Married,No,Travel_Rarely,No,8,3,2,2,6,4,3,1,2,3,2,3,4
